frequency_Hz,H_V_real,H_V_imag,H_V_magnitude,H_V_phase_rad,Zin_real_ohm,Zin_imag_ohm,Yin_real_S,Yin_imag_S
2.185000000000e+08,4.150799259745e-03,-2.181508278498e-03,4.689148415635e-03,-4.838885851679e-01,2.176142737951e+01,-2.844549437509e+02,2.673782456413e-04,3.495040214859e-03
2.190000000000e+08,4.146789566125e-03,-2.294913812011e-03,4.739461267937e-03,-5.054646823101e-01,2.188513064817e+01,-2.830158272884e+02,2.716054590284e-04,3.512368508040e-03
2.195000000000e+08,4.139134162114e-03,-2.406757264584e-03,4.787996673203e-03,-5.266785342389e-01,2.200505958963e+01,-2.815801821382e+02,2.758507241374e-04,3.529828984519e-03
2.200000000000e+08,4.128102287400e-03,-2.516837085872e-03,4.834842025553e-03,-5.475095310267e-01,2.212135545304e+01,-2.801476361520e+02,2.801162535143e-04,3.547427572255e-03
2.205000000000e+08,4.113976923810e-03,-2.624980065421e-03,4.880094924640e-03,-5.679384568821e-01,2.223418384441e+01,-2.787178356835e+02,2.844046463718e-04,3.565170102478e-03
2.210000000000e+08,4.097052185757e-03,-2.731042172536e-03,4.923863113551e-03,-5.879475232437e-01,2.234373276694e+01,-2.772904471795e+02,2.887188756150e-04,3.583062282543e-03
2.215000000000e+08,4.077630673679e-03,-2.834909166688e-03,4.966264380226e-03,-6.075204178260e-01,2.245021056725e+01,-2.758651585848e+02,2.930622728426e-04,3.601109670252e-03
2.220000000000e+08,4.056020810216e-03,-2.936496978533e-03,5.007426416618e-03,-6.266423683735e-01,2.255384380397e+01,-2.744416805547e+02,2.974385114733e-04,3.619317649794e-03
2.225000000000e+08,4.032534178516e-03,-3.035751863291e-03,5.047486629638e-03,-6.453002197347e-01,2.265487505560e+01,-2.730197474716e+02,3.018515881540e-04,3.637691409440e-03
2.230000000000e+08,4.007482881654e-03,-3.132650329851e-03,5.086591897908e-03,-6.634825226801e-01,2.275356068495e+01,-2.715991182628e+02,3.063058026159e-04,3.656235921101e-03
2.235000000000e+08,3.981176941560e-03,-3.227198850518e-03,5.124898268336e-03,-6.811796326477e-01,2.285016857742e+01,-2.701795770192e+02,3.108057361540e-04,3.674955921866e-03
2.240000000000e+08,3.953921755164e-03,-3.319433357789e-03,5.162570586710e-03,-6.983838163166e-01,2.294497587054e+01,-2.687609334153e+02,3.153562289070e-04,3.693855897586e-03
2.245000000000e+08,3.926015624654e-03,-3.409418535927e-03,5.199782056794e-03,-7.150893635901e-01,2.303826669174e+01,-2.673430229326e+02,3.199623561245e-04,3.712940068605e-03
2.250000000000e+08,3.897747377810e-03,-3.497246916419e-03,5.236713722901e-03,-7.312927022292e-01,2.313032992121e+01,-2.659257068903e+02,3.246294036056e-04,3.732212377655e-03
2.255000000000e+08,3.869394093398e-03,-3.583037787555e-03,5.273553871638e-03,-7.469925120227e-01,2.322145699614e+01,-2.645088722894e+02,3.293628424994e-04,3.751676479990e-03
2.260000000000e+08,3.841218945494e-03,-3.666935929499e-03,5.310497349428e-03,-7.621898350369e-01,2.331193977171e+01,-2.630924314755e+02,3.341683036561e-04,3.771335735760e-03
2.265000000000e+08,3.813469179442e-03,-3.749110187142e-03,5.347744793638e-03,-7.768881781728e-01,2.340206845364e+01,-2.616763216299e+02,3.390515517156e-04,3.791193204636e-03
2.270000000000e+08,3.786374230946e-03,-3.829751893923e-03,5.385501776602e-03,-7.910936039975e-01,2.349212961601e+01,-2.602605040973e+02,3.440184591198e-04,3.811251642690e-03
2.275000000000e+08,3.760143998515e-03,-3.909073160525e-03,5.423977863515e-03,-8.048148056339e-01,2.358240431701e+01,-2.588449635615e+02,3.490749802314e-04,3.831513501492e-03
2.280000000000e+08,3.734967278164e-03,-3.987305042961e-03,5.463385587214e-03,-8.180631614206e-01,2.367316632388e+01,-2.574297070807e+02,3.542271257355e-04,3.851980929401e-03
2.285000000000e+08,3.711010367968e-03,-4.064695605083e-03,5.503939344973e-03,-8.308527651152e-01,2.376468045735e+01,-2.560147629935e+02,3.594809374972e-04,3.872655774992e-03
2.290000000000e+08,3.688415848683e-03,-4.141507890917e-03,5.545854224855e-03,-8.432004276317e-01,2.385720106414e+01,-2.546001797109e+02,3.648424640411e-04,3.893539592565e-03
2.295000000000e+08,3.667301545332e-03,-4.218017822482e-03,5.589344771543e-03,-8.551256466990e-01,2.395097062493e+01,-2.531860244067e+02,3.703177368099e-04,3.914633649651e-03
2.300000000000e+08,3.647759673279e-03,-4.294512038916e-03,5.634623704063e-03,-8.666505414120e-01,2.404621850357e+01,-2.517723816199e+02,3.759127473533e-04,3.935938936444e-03
2.305000000000e+08,3.629856170998e-03,-4.371285692761e-03,5.681900600140e-03,-8.777997494140e-01,2.414315984196e+01,-2.503593517854e+02,3.816334255887e-04,3.957456177049e-03
2.310000000000e+08,3.613630220422e-03,-4.448640219199e-03,5.731380564038e-03,-8.886002853997e-01,2.424199460356e+01,-2.489470497055e+02,3.874856192651e-04,3.979185842454e-03
2.315000000000e+08,3.599093954482e-03,-4.526881093851e-03,5.783262896589e-03,-8.990813607211e-01,2.434290676694e+01,-2.475356029775e+02,3.934750747538e-04,4.001128165108e-03
2.320000000000e+08,3.586232350196e-03,-4.606315594489e-03,5.837739787420e-03,-9.092741650910e-01,2.444606366953e+01,-2.461251503916e+02,3.996074192765e-04,4.023283154973e-03
2.325000000000e+08,3.575003304478e-03,-4.687250581665e-03,5.894995050240e-03,-9.192116126463e-01,2.455161550042e+01,-2.447158403122e+02,4.058881446726e-04,4.045650616947e-03
2.330000000000e+08,3.565337888664e-03,-4.769990312797e-03,5.955202922195e-03,-9.289280559073e-01,2.465969493974e+01,-2.433078290568e+02,4.123225927970e-04,4.068230169501e-03
2.335000000000e+08,3.557140776676e-03,-4.854834303737e-03,6.018526947837e-03,-9.384589723726e-01,2.477041694098e+01,-2.419012792840e+02,4.189159426262e-04,4.091021264406e-03
2.340000000000e+08,3.550290840686e-03,-4.942075251260e-03,6.085118967003e-03,-9.478406295599e-01,2.488387865176e+01,-2.404963584036e+02,4.256731991409e-04,4.114023207398e-03
2.345000000000e+08,3.544641907176e-03,-5.031997029205e-03,6.155118224051e-03,-9.571097351798e-01,2.500015946734e+01,-2.390932370197e+02,4.325991840437e-04,4.137235179647e-03
2.350000000000e+08,3.540023665370e-03,-5.124872770325e-03,6.228650613368e-03,-9.663030797513e-01,2.511932121050e+01,-2.376920874162e+02,4.396985283535e-04,4.160656259872e-03
2.355000000000e+08,3.536242719174e-03,-5.220963045057e-03,6.305828073042e-03,-9.754571793009e-01,2.524140843070e+01,-2.362930820965e+02,4.469756669139e-04,4.184285446956e-03
2.360000000000e+08,3.533083772983e-03,-5.320514147625e-03,6.386748135161e-03,-9.846079258097e-01,2.536644881474e+01,-2.348963923824e+02,4.544348348357e-04,4.208121682913e-03
2.365000000000e+08,3.530310941012e-03,-5.423756498981e-03,6.471493637520e-03,-9.937902527816e-01,2.549445370073e+01,-2.335021870831e+02,4.620800658869e-04,4.232163876060e-03
2.370000000000e+08,3.527669169195e-03,-5.530903175176e-03,6.560132597781e-03,-1.003037822720e+00,2.562541868673e+01,-2.321106312389e+02,4.699151928290e-04,4.256410924235e-03
2.375000000000e+08,3.524885758126e-03,-5.642148568772e-03,6.652718247449e-03,-1.012382742464e+00,2.575932432524e+01,-2.307218849459e+02,4.779438496896e-04,4.280861737924e-03
2.380000000000e+08,3.521671975052e-03,-5.757667189944e-03,6.749289219616e-03,-1.021855311280e+00,2.589613689446e+01,-2.293361022660e+02,4.861694759523e-04,4.305515263146e-03
2.385000000000e+08,3.517724742548e-03,-5.877612612882e-03,6.849869881351e-03,-1.031483805447e+00,2.603580923722e+01,-2.279534302267e+02,4.945953226300e-04,4.330370503961e-03
2.390000000000e+08,3.512728391156e-03,-6.002116572087e-03,6.954470799058e-03,-1.041294301773e+00,2.617828165839e+01,-2.265740079122e+02,5.032244601828e-04,4.355426544453e-03
2.395000000000e+08,3.506356463073e-03,-6.131288212090e-03,7.063089323083e-03,-1.051310541260e+00,2.632348287192e+01,-2.251979656497e+02,5.120597882296e-04,4.380682570062e-03
2.400000000000e+08,3.498273553774e-03,-6.265213493090e-03,7.175710276413e-03,-1.061553832910e+00,2.647133098846e+01,-2.238254242902e+02,5.211040469933e-04,4.406137888134e-03
2.405000000000e+08,3.488137178407e-03,-6.403954753931e-03,7.292306731465e-03,-1.072042996544e+00,2.662173453499e+01,-2.224564945854e+02,5.303598304120e-04,4.431791947564e-03
2.410000000000e+08,3.475599649797e-03,-6.547550432788e-03,7.412840858643e-03,-1.082794342606e+00,2.677459349807e+01,-2.210912766605e+02,5.398296008395e-04,4.457644357414e-03
2.415000000000e+08,3.460309954951e-03,-6.696014944884e-03,7.537264830589e-03,-1.093821686083e+00,2.692980038267e+01,-2.197298595815e+02,5.495157052497e-04,4.483694904402e-03
2.420000000000e+08,3.441915617147e-03,-6.849338715516e-03,7.665521766679e-03,-1.105136391142e+00,2.708724127884e+01,-2.183723210154e+02,5.594203928560e-04,4.509943569143e-03
2.425000000000e+08,3.420064530896e-03,-7.007488365668e-03,7.797546703321e-03,-1.116747442650e+00,2.724679692883e+01,-2.170187269825e+02,5.695458340436e-04,4.536390541068e-03
2.430000000000e+08,3.394406757400e-03,-7.170407046453e-03,7.933267576888e-03,-1.128661540538e+00,2.740834378788e+01,-2.156691316967e+02,5.798941405142e-04,4.563036231909e-03
2.435000000000e+08,3.364596268493e-03,-7.338014917709e-03,8.072606207569e-03,-1.140883212916e+00,2.757175507198e+01,-2.143235774921e+02,5.904673865298e-04,4.589881287684e-03
2.440000000000e+08,3.330292627532e-03,-7.510209765096e-03,8.215479273952e-03,-1.153414943926e+00,2.773690178664e+01,-2.129820948326e+02,6.012676311424e-04,4.616926599113e-03
2.445000000000e+08,3.291162596214e-03,-7.686867749160e-03,8.361799269762e-03,-1.166257312526e+00,2.790365373095e+01,-2.116447023997e+02,6.122969412904e-04,4.644173310389e-03
2.450000000000e+08,3.246881656891e-03,-7.867844278987e-03,8.511475435683e-03,-1.179409138668e+00,2.807188047177e+01,-2.103114072562e+02,6.235574156382e-04,4.671622826259e-03
2.455000000000e+08,3.197135440641e-03,-8.052975002249e-03,8.664414660705e-03,-1.192867633706e+00,2.824145228312e+01,-2.089822050812e+02,6.350512090329e-04,4.699276817379e-03
2.460000000000e+08,3.141621052038e-03,-8.242076902702e-03,8.820522348742e-03,-1.206628552225e+00,2.841224104664e+01,-2.076570804707e+02,6.467805574519e-04,4.727137223889e-03
2.465000000000e+08,3.080048282365e-03,-8.434949495504e-03,8.979703247514e-03,-1.220686342904e+00,2.858412110894e+01,-2.063360073021e+02,6.587478033098e-04,4.755206257206e-03
2.470000000000e+08,3.012140703840e-03,-8.631376110101e-03,9.141862237736e-03,-1.235034296404e+00,2.875697009248e+01,-2.050189491550e+02,6.709554209962e-04,4.783486399998e-03
2.475000000000e+08,2.937636638308e-03,-8.831125249839e-03,9.306905081555e-03,-1.249664688674e+00,2.893066965672e+01,-2.037058597859e+02,6.834060425136e-04,4.811980404358e-03
2.480000000000e+08,2.856289994760e-03,-9.033952017024e-03,9.474739129921e-03,-1.264568918416e+00,2.910510620703e+01,-2.023966836503e+02,6.961024830859e-04,4.840691288161e-03
2.485000000000e+08,2.767870971026e-03,-9.239599591682e-03,9.645273989206e-03,-1.279737637763e+00,2.928017154870e+01,-2.010913564691e+02,7.090477666098e-04,4.869622329630e-03
2.490000000000e+08,2.672166615947e-03,-9.447800751971e-03,9.818422147796e-03,-1.295160875538e+00,2.945576348441e+01,-1.997898058319e+02,7.222451508252e-04,4.898777060142e-03
2.495000000000e+08,2.568981249378e-03,-9.658279423944e-03,9.994099563774e-03,-1.310828152696e+00,2.963178635336e+01,-1.984919518354e+02,7.356981520789e-04,4.928159255283e-03
2.500000000000e+08,2.458136738382e-03,-9.870752248165e-03,1.017222621501e-02,-1.326728589762e+00,2.980815151080e+01,-1.971977077491e+02,7.494105695667e-04,4.957772924228e-03
2.505000000000e+08,2.339472629042e-03,-1.008493015064e-02,1.035272661308e-02,-1.342851006262e+00,2.998477774729e+01,-1.959069807052e+02,7.633865089371e-04,4.987622297466e-03
2.510000000000e+08,2.212846134350e-03,-1.030051990544e-02,1.053553028266e-02,-1.359184012277e+00,3.016159164683e+01,-1.946196724069e+02,7.776304051484e-04,5.017711812947e-03
2.515000000000e+08,2.078131979682e-03,-1.051722567670e-02,1.072057220765e-02,-1.375716092375e+00,3.033852788393e+01,-1.933356798512e+02,7.921470444766e-04,5.048046100720e-03
2.520000000000e+08,1.935222108422e-03,-1.073475052739e-02,1.090779324585e-02,-1.392435682239e+00,3.051552945949e+01,-1.920548960607e+02,8.069415855763e-04,5.078629966117e-03
2.525000000000e+08,1.784025251272e-03,-1.095279788322e-02,1.109714051312e-02,-1.409331238386e+00,3.069254787613e+01,-1.907772108192e+02,8.220195795045e-04,5.109468371591e-03
2.530000000000e+08,1.624466363831e-03,-1.117107293962e-02,1.128856773862e-02,-1.426391301389e+00,3.086954325350e+01,-1.895025114084e+02,8.373869886264e-04,5.140566417271e-03
2.535000000000e+08,1.456485937945e-03,-1.138928400072e-02,1.148203559202e-02,-1.443604553072e+00,3.104648438485e+01,-1.882306833396e+02,8.530502043270e-04,5.171929320340e-03
2.540000000000e+08,1.280039193261e-03,-1.160714373953e-02,1.167751198357e-02,-1.460959868099e+00,3.122334873594e+01,-1.869616110764e+02,8.690160634619e-04,5.203562393329e-03
2.545000000000e+08,1.095095156303e-03,-1.182437036906e-02,1.187497233791e-02,-1.478446360431e+00,3.140012238814e+01,-1.856951787447e+02,8.852918634921e-04,5.235471021429e-03
2.550000000000e+08,9.016356351947e-04,-1.204068871492e-02,1.207439984215e-02,-1.496053425070e+00,3.157679992751e+01,-1.844312708260e+02,9.018853762504e-04,5.267660638922e-03
2.555000000000e+08,6.996540989333e-04,-1.225583118046e-02,1.227578566863e-02,-1.513770775504e+00,3.175338428204e+01,-1.831697728294e+02,9.188048603030e-04,5.300136704842e-03
2.560000000000e+08,4.891544707953e-04,-1.246953859650e-02,1.247912917258e-02,-1.531588477240e+00,3.192988650950e+01,-1.819105719396e+02,9.360590718725e-04,5.332904677970e-03
2.565000000000e+08,2.701498461174e-04,-1.268156094825e-02,1.268443806495e-02,-1.549496977786e+00,3.210632553851e+01,-1.806535576374e+02,9.536572743039e-04,5.365969991274e-03
2.570000000000e+08,4.266114523269e-05,-1.289165797324e-02,1.289172856030e-02,-1.567487133393e+00,3.228272786583e+01,-1.793986222886e+02,9.716092460590e-04,5.399338025903e-03
2.575000000000e+08,-1.932842871617e-04,-1.309959962459e-02,1.310102549956e-02,-1.585550232863e+00,3.245912721279e+01,-1.781456617002e+02,9.899252872372e-04,5.433014084840e-03
2.580000000000e+08,-4.376541245244e-04,-1.330516639521e-02,1.331236244762e-02,-1.603678018672e+00,3.263556414424e+01,-1.768945756392e+02,1.008616224629e-03,5.467003366326e-03
2.585000000000e+08,-6.904125308724e-04,-1.350814949944e-02,1.352578176528e-02,-1.621862705627e+00,3.281208565350e+01,-1.756452683133e+02,1.027693415313e-03,5.501310937154e-03
2.590000000000e+08,-9.515216508112e-04,-1.370835090935e-02,1.374133465519e-02,-1.640096997261e+00,3.298874471677e+01,-1.743976488110e+02,1.047168748828e-03,5.535941705934e-03
2.595000000000e+08,-1.220943104781e-03,-1.390558324441e-02,1.395908118152e-02,-1.658374100122e+00,3.316559982074e+01,-1.731516314987e+02,1.067054647941e-03,5.570900396434e-03
2.600000000000e+08,-1.498639477022e-03,-1.409966951368e-02,1.417909026268e-02,-1.676687736076e+00,3.334271446729e+01,-1.719071363749e+02,1.087364068054e-03,5.606191521074e-03
2.605000000000e+08,-1.784575783764e-03,-1.429044271125e-02,1.440143963677e-02,-1.695032152748e+00,3.352015665892e+01,-1.706640893781e+02,1.108110495297e-03,5.641819354679e-03
2.610000000000e+08,-2.078720909218e-03,-1.447774526612e-02,1.462621579935e-02,-1.713402132163e+00,3.369799836903e+01,-1.694224226508e+02,1.129307943359e-03,5.677787908567e-03
2.615000000000e+08,-2.381048997133e-03,-1.466142834905e-02,1.485351391292e-02,-1.731792997656e+00,3.387631500078e+01,-1.681820747556e+02,1.150970949113e-03,5.714100905033e-03
2.620000000000e+08,-2.691540785859e-03,-1.484135103979e-02,1.508343768801e-02,-1.750200619080e+00,3.405518483848e+01,-1.669429908467e+02,1.173114567101e-03,5.750761752330e-03
2.625000000000e+08,-3.010184875228e-03,-1.501737935877e-02,1.531609923539e-02,-1.768621416335e+00,3.423468849527e+01,-1.657051227945e+02,1.195754362948e-03,5.787773520176e-03
2.630000000000e+08,-3.336978913878e-03,-1.518938516871e-02,1.555161888921e-02,-1.787052361224e+00,3.441490836092e+01,-1.644684292651e+02,1.218906405777e-03,5.825138915872e-03
2.635000000000e+08,-3.671930696127e-03,-1.535724495193e-02,1.579012500111e-02,-1.805490977625e+00,3.459592805331e+01,-1.632328757553e+02,1.242587259701e-03,5.862860261053e-03
2.640000000000e+08,-4.015059157954e-03,-1.552083847033e-02,1.603175370519e-02,-1.823935339975e+00,3.477783187716e+01,-1.619984345842e+02,1.266813974479e-03,5.900939469136e-03
2.645000000000e+08,-4.366395262247e-03,-1.568004731569e-02,1.627664865409e-02,-1.842384070029e+00,3.496070429327e+01,-1.607650848424e+02,1.291604075402e-03,5.939378023480e-03
2.650000000000e+08,-4.725982764026e-03,-1.583475335845e-02,1.652496072639e-02,-1.860836331887e+00,3.514462940154e+01,-1.595328123019e+02,1.316975552516e-03,5.978176956293e-03
2.655000000000e+08,-5.093878847027e-03,-1.598483710407e-02,1.677684770605e-02,-1.879291825249e+00,3.532969044062e+01,-1.583016092866e+02,1.342946849236e-03,6.017336828292e-03
2.660000000000e+08,-5.470154623708e-03,-1.613017596661e-02,1.703247393426e-02,-1.897750776895e+00,3.551596930704e+01,-1.570714745069e+02,1.369536850471e-03,6.056857709144e-03
2.665000000000e+08,-5.854895491457e-03,-1.627064246946e-02,1.729200993479e-02,-1.916213930357e+00,3.570354609629e+01,-1.558424128605e+02,1.396764870313e-03,6.096739158662e-03
2.670000000000e+08,-6.248201338524e-03,-1.640610238409e-02,1.755563201380e-02,-1.934682533780e+00,3.589249866799e+01,-1.546144352017e+02,1.424650639389e-03,6.136980208772e-03
2.675000000000e+08,-6.650186593989e-03,-1.653641281771e-02,1.782352183528e-02,-1.953158325989e+00,3.608290223737e+01,-1.533875580818e+02,1.453214291960e-03,6.177579346222e-03
2.680000000000e+08,-7.060980116853e-03,-1.666142026142e-02,1.809586597371e-02,-1.971643520746e+00,3.627482899452e+01,-1.521618034632e+02,1.482476352839e-03,6.218534496018e-03
2.685000000000e+08,-7.480724920151e-03,-1.678095861045e-02,1.837285544538e-02,-1.990140789251e+00,3.646834775312e+01,-1.509371984111e+02,1.512457724205e-03,6.259843005557e-03
2.690000000000e+08,-7.909577726822e-03,-1.689484716866e-02,1.865468522031e-02,-2.008653240926e+00,3.666352362962e+01,-1.497137747634e+02,1.543179672391e-03,6.301501629408e-03
2.695000000000e+08,-8.347708354868e-03,-1.700288864943e-02,1.894155371671e-02,-2.027184402523e+00,3.686041775382e+01,-1.484915687848e+02,1.574663814721e-03,6.343506514721e-03
2.700000000000e+08,-8.795298930177e-03,-1.710486718540e-02,1.923366228001e-02,-2.045738195657e+00,3.705908701155e+01,-1.472706208047e+02,1.606932106444e-03,6.385853187191e-03
2.705000000000e+08,-9.252542926223e-03,-1.720054635937e-02,1.953121464893e-02,-2.064318912851e+00,3.725958381977e+01,-1.460509748448e+02,1.640006827845e-03,6.428536537538e-03
2.710000000000e+08,-9.719644030642e-03,-1.728966726907e-02,1.983441641082e-02,-2.082931192191e+00,3.746195593417e+01,-1.448326782368e+02,1.673910571581e-03,6.471550808425e-03
2.715000000000e+08,-1.019681483955e-02,-1.737194663813e-02,2.014347444882e-02,-2.101579990742e+00,3.766624628913e+01,-1.436157812348e+02,1.708666230294e-03,6.514889581764e-03
2.720000000000e+08,-1.068427538121e-02,-1.744707498578e-02,2.045859638345e-02,-2.120270556862e+00,3.787249286981e+01,-1.424003366242e+02,1.744296984543e-03,6.558545766327e-03
2.725000000000e+08,-1.118225147150e-02,-1.751471486759e-02,2.077999001118e-02,-2.139008401565e+00,3.808072861556e+01,-1.411863993291e+02,1.780826291104e-03,6.602511585582e-03
2.730000000000e+08,-1.169097290443e-02,-1.757449919947e-02,2.110786274269e-02,-2.157799269124e+00,3.829098135408e+01,-1.399740260226e+02,1.818277871656e-03,6.646778565688e-03
2.735000000000e+08,-1.221067148156e-02,-1.762602967687e-02,2.144242104335e-02,-2.176649107087e+00,3.850327376532e+01,-1.387632747398e+02,1.856675701897e-03,6.691337523543e-03
2.740000000000e+08,-1.274157888518e-02,-1.766887530103e-02,2.178386987866e-02,-2.195564035908e+00,3.871762337386e+01,-1.375542044983e+02,1.896044001095e-03,6.736178554812e-03
2.745000000000e+08,-1.328392440059e-02,-1.770257102369e-02,2.213241216698e-02,-2.214550318386e+00,3.893404256871e+01,-1.363468749251e+02,1.936407222094e-03,6.781291021834e-03
2.750000000000e+08,-1.383793249362e-02,-1.772661652155e-02,2.248824824214e-02,-2.233614329127e+00,3.915253864900e+01,-1.351413458956e+02,1.977790041781e-03,6.826663541316e-03
2.755000000000e+08,-1.440382025028e-02,-1.774047511124e-02,2.285157532808e-02,-2.252762524223e+00,3.937311389414e+01,-1.339376771823e+02,2.020217352006e-03,6.872283971713e-03
2.760000000000e+08,-1.498179468588e-02,-1.774357281541e-02,2.322258702784e-02,-2.272001411365e+00,3.959576565677e+01,-1.327359281183e+02,2.063714250953e-03,6.918139400198e-03
2.765000000000e+08,-1.557204993185e-02,-1.773529758984e-02,2.360147282863e-02,-2.291337520574e+00,3.982048647699e+01,-1.315361572736e+02,2.108306034937e-03,6.964216129115e-03
2.770000000000e+08,-1.617476430892e-02,-1.771499872145e-02,2.398841762497e-02,-2.310777375758e+00,4.004726421606e+01,-1.303384221488e+02,2.154018190604e-03,7.010499661809e-03
2.775000000000e+08,-1.679009729588e-02,-1.768198640616e-02,2.438360126136e-02,-2.330327467263e+00,4.027608220787e+01,-1.291427788838e+02,2.200876387508e-03,7.056974687742e-03
2.780000000000e+08,-1.741818640394e-02,-1.763553151556e-02,2.478719809577e-02,-2.349994225588e+00,4.050691942645e+01,-1.279492819848e+02,2.248906470999e-03,7.103625066765e-03
2.785000000000e+08,-1.805914396688e-02,-1.757486556033e-02,2.519937658515e-02,-2.369783996433e+00,4.073975066780e+01,-1.267579840690e+02,2.298134455402e-03,7.150433812459e-03
2.790000000000e+08,-1.871305385799e-02,-1.749918085831e-02,2.562029889373e-02,-2.389703017195e+00,4.097454674418e+01,-1.255689356275e+02,2.348586517401e-03,7.197383074433e-03
2.795000000000e+08,-1.937996814508e-02,-1.740763091420e-02,2.605012052467e-02,-2.409757395045e+00,4.121127468938e+01,-1.243821848076e+02,2.400288989566e-03,7.244454119463e-03
2.800000000000e+08,-2.005990369554e-02,-1.729933101746e-02,2.648898997557e-02,-2.429953086695e+00,4.144989797304e+01,-1.231977772131e+02,2.453268353951e-03,7.291627311379e-03
2.805000000000e+08,-2.075283874337e-02,-1.717335906437e-02,2.693704841778e-02,-2.450295879907e+00,4.169037672260e+01,-1.220157557246e+02,2.507551235660e-03,7.338882089581e-03
2.810000000000e+08,-2.145870943113e-02,-1.702875660968e-02,2.739442939945e-02,-2.470791376838e+00,4.193266795125e+01,-1.208361603380e+02,2.563164396292e-03,7.386196946091e-03
2.815000000000e+08,-2.217740633959e-02,-1.686453015236e-02,2.786125857191e-02,-2.491444979240e+00,4.217672579037e+01,-1.196590280217e+02,2.620134727148e-03,7.433549401033e-03
2.820000000000e+08,-2.290877101850e-02,-1.667965265973e-02,2.833765343898e-02,-2.512261875540e+00,4.242250172503e+01,-1.184843925930e+02,2.678489242085e-03,7.480915976438e-03
2.825000000000e+08,-2.365259253204e-02,-1.647306533340e-02,2.882372312810e-02,-2.533247029806e+00,4.266994483127e+01,-1.173122846110e+02,2.738255069880e-03,7.528272168279e-03
2.830000000000e+08,-2.440860403296e-02,-1.624367961956e-02,2.931956818271e-02,-2.554405172577e+00,4.291900201380e+01,-1.161427312890e+02,2.799459445955e-03,7.575592416649e-03
2.835000000000e+08,-2.517647937945e-02,-1.599037946601e-02,2.982528037439e-02,-2.575740793525e+00,4.316961824300e+01,-1.149757564219e+02,2.862129703323e-03,7.622850073974e-03
2.840000000000e+08,-2.595582980931e-02,-1.571202382712e-02,3.034094253371e-02,-2.597258135907e+00,4.342173679013e+01,-1.138113803315e+02,2.926293262569e-03,7.670017371194e-03
2.845000000000e+08,-2.674620068573e-02,-1.540744941759e-02,3.086662839828e-02,-2.618961192723e+00,4.367529945969e+01,-1.126496198266e+02,2.991977620695e-03,7.717065381821e-03
2.850000000000e+08,-2.754706832977e-02,-1.507547371494e-02,3.140240247647e-02,-2.640853704536e+00,4.393024681802e+01,-1.114904881787e+02,3.059210338626e-03,7.763963983803e-03
2.855000000000e+08,-2.835783695404e-02,-1.471489821002e-02,3.194831992521e-02,-2.662939158832e+00,4.418651841733e+01,-1.103339951111e+02,3.128019027182e-03,7.810681819123e-03
2.860000000000e+08,-2.917783571300e-02,-1.432451190443e-02,3.250442644003e-02,-2.685220790862e+00,4.444405301442e+01,-1.091801468027e+02,3.198431331277e-03,7.857186251083e-03
2.865000000000e+08,-3.000631588458e-02,-1.390309505233e-02,3.307075815580e-02,-2.707701585825e+00,4.470278878332e+01,-1.080289459035e+02,3.270474912117e-03,7.903443319213e-03
2.870000000000e+08,-3.084244819856e-02,-1.344942314438e-02,3.364734155617e-02,-2.730384282326e+00,4.496266352141e+01,-1.068803915621e+02,3.344177427146e-03,7.949417691775e-03
2.875000000000e+08,-3.168532032676e-02,-1.296227112982e-02,3.423419338983e-02,-2.753271376957e+00,4.522361484833e+01,-1.057344794649e+02,3.419566507468e-03,7.995072615825e-03
2.880000000000e+08,-3.253393455032e-02,-1.244041787296e-02,3.483132059194e-02,-2.776365129925e+00,4.548558039746e+01,-1.045912018848e+02,3.496669732456e-03,8.040369864828e-03
2.885000000000e+08,-3.338720561933e-02,-1.188265083885e-02,3.543872020863e-02,-2.799667571583e+00,4.574849799935e+01,-1.034505477401e+02,3.575514601269e-03,8.085269683813e-03
2.890000000000e+08,-3.424395881993e-02,-1.128777100283e-02,3.605637932285e-02,-2.823180509773e+00,4.601230585700e+01,-1.023125026611e+02,3.656128500931e-03,8.129730732107e-03
2.895000000000e+08,-3.510292826418e-02,-1.065459797747e-02,3.668427497964e-02,-2.846905537849e+00,4.627694271269e+01,-1.011770490653e+02,3.738538670667e-03,8.173710023651e-03
2.900000000000e+08,-3.596275541785e-02,-9.981975350146e-03,3.732237410904e-02,-2.870844043296e+00,4.654234800612e+01,-1.000441662396e+02,3.822772162134e-03,8.217162864978e-03
2.905000000000e+08,-3.682198788118e-02,-9.268776223438e-03,3.797063344483e-02,-2.894997216814e+00,4.680846202381e+01,-9.891383042864e+01,3.908855795177e-03,8.260042790926e-03
2.910000000000e+08,-3.767907843780e-02,-8.513908950159e-03,3.862899943739e-02,-2.919366061778e+00,4.707522603970e+01,-9.778601492866e+01,3.996816108737e-03,8.302301498169e-03
2.915000000000e+08,-3.853238438680e-02,-7.716323053901e-03,3.929740815886e-02,-2.943951403986e+00,4.734258244679e+01,-9.666069018659e+01,4.086679306512e-03,8.343888776720e-03
2.920000000000e+08,-3.938016717286e-02,-6.875015325404e-03,3.997578519913e-02,-2.968753901583e+00,4.761047488006e+01,-9.553782390311e+01,4.178471196951e-03,8.384752439546e-03
