step,time_s,dt_s,topology,topology_confidence,topology_evidence,topology_status,head_count,head_position_m,head_velocity_m_s,bridge_status,roi_definition,roi_status,roi_cell_count,roi_volume_m3,roi_centroid_r_m,roi_centroid_z_m,roi_r_min_m,roi_r_max_m,roi_z_min_m,roi_z_max_m,electrode_distance_m,Ek_V_m,gas,pressure_Pa,temperature_K,Ek_semantics,E0_source,E0_max_V_m,E0_mean_V_m,E0_p95_V_m,eta_0_max,eta_0_mean,eta_0_p95,E_peak_V_m,E_peak_time_s,E_peak_r_m,E_peak_z_m,eta_peak,ne_at_E_peak_m3,ne_peak_m3,E_at_ne_peak_V_m,nu_i_at_E_peak_s_1,mu_e_at_E_peak_m2_V_s,nu_i_at_ne_peak_s_1,mu_e_at_ne_peak_m2_V_s,tau_i_at_E_peak_s,tau_i_at_ne_peak_s,tau_i_min_s,tau_i_median_s,tau_i_p95_s,sigma_e_at_E_peak_S_m,sigma_e_at_ne_peak_S_m,sigma_e_peak_S_m,sigma_e_median_S_m,sigma_e_p95_S_m,tau_M_at_E_peak_s,tau_M_at_ne_peak_s,tau_M_min_s,tau_M_median_s,tau_M_p95_s,Pi_RF_at_E_peak,Pi_RF_at_ne_peak,Pi_RF_min,Pi_RF_median,Pi_RF_p95,N_tau_i_at_E_peak,N_tau_M_at_E_peak,tau_i_resolution_status,tau_M_resolution_status,sigma_e_peak_r_m,sigma_e_peak_z_m,E_at_sigma_peak_V_m,ne_at_sigma_peak_m3,mu_e_at_sigma_peak_m2_V_s,nu_i_at_sigma_peak_s_1,tau_i_at_sigma_peak_s,tau_M_at_sigma_peak_s,Pi_RF_at_sigma_peak,E_roi_median_V_m,ne_roi_median_m3,mu_e_roi_median_m2_V_s,nu_i_roi_median_s_1,K_ion_z_A_m_s,K_ion_abs_A_m_s,signed_proxy_status,mechanism_proxy_role,current_moment_r_A_m,current_moment_z_A_m
1921,1.9210000000000941e-12,1.0000000000000001e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.3949180693582066e-05,348825.67339729948,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.3750000000000005e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.1875e-05,6.5624999999999996e-05,7.5000000000000061e-06,2633104.8564786837,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,22358664.220866557,17600693.052162308,21882867.103996132,8.4913687223103427,6.68438744809432,8.3106705948887392,22358650.872755591,1.9210000000000941e-12,3.3333333333333337e-06,6.5624999999999996e-05,8.4913636529676104,3252487772327260,3252487772327260,22358650.872755591,165445828901.72086,0.033425105250465645,165445828901.72086,0.033425105250465645,6.0442744712169571e-12,6.0442744712169571e-12,6.0442744712169571e-12,1.1868167680119857e-11,1.7109671568132464e-11,1.7418022599812312e-05,1.7418022599812312e-05,1.7418022599812312e-05,1.0610202240804402e-05,1.6737240563911523e-05,5.0833484467378109e-07,5.0833484467378109e-07,5.0833484467378109e-07,1.4184623416857999e-06,2.2375770889966167e-06,84101.879736681236,84101.879736681236,84101.879736681236,107859.83158831598,129241.98825478725,6044.274471216957,508334844.67378104,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.5624999999999996e-05,22358650.872755591,3252487772327260,0.033425105250465645,165445828901.72086,6.0442744712169571e-12,5.0833484467378109e-07,84101.879736681236,17600688.874819346,1957908411107116,0.034601563383801215,110984178253.66763,0.035181629170491911,0.035181629170491911,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-2.4943913974757173e-15,-3.3510058967676692e-13
1922,1.9220000000000942e-12,1.0000000000000001e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.3949529406864938e-05,348713.28287235287,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.3750000000000005e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.1875e-05,6.5624999999999996e-05,7.5000000000000061e-06,2633104.8564786837,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,22358664.220866557,17600693.052162308,21882867.103996132,8.4913687223103427,6.68438744809432,8.3106705948887392,22358650.866394956,1.9220000000000942e-12,3.3333333333333337e-06,6.5624999999999996e-05,8.4913636505519694,3252598910351231.5,3252598910351231.5,22358650.866394956,165445828821.80133,0.033425105251369013,165445828821.80133,0.033425105251369013,6.0442744741366777e-12,6.0442744741366777e-12,6.0442744741366777e-12,1.1868167673185219e-11,1.7109671552328907e-11,1.7418617776882881e-05,1.7418617776882881e-05,1.7418617776882881e-05,1.0610059624878963e-05,1.6737761961682486e-05,5.0831747537114203e-07,5.0831747537114203e-07,5.0831747537114203e-07,1.418723301973856e-06,2.2380885459162987e-06,84099.006017384178,84099.006017384178,84099.006017384178,107873.63580466126,129270.80261321063,6044.2744741366769,508317475.37114197,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.5624999999999996e-05,22358650.866394956,3252598910351231.5,0.033425105251369013,165445828821.80133,6.0442744741366777e-12,5.0831747537114203e-07,84099.006017384178,17600688.874376375,1957887186064029.2,0.03460156338307456,110984178240.52658,0.035182447298355034,0.035182447298355034,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-2.4945921287651268e-15,-3.3517552219372584e-13
1923,1.9230000000000943e-12,1.0000000000000001e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.3949878007805099e-05,348600.94016072206,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.3750000000000005e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.1875e-05,6.5624999999999996e-05,7.5000000000000061e-06,2633104.8564786837,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,22358664.220866557,17600693.052162308,21882867.103996132,8.4913687223103427,6.68438744809432,8.3106705948887392,22358650.860035609,1.9230000000000943e-12,3.3333333333333337e-06,6.5624999999999996e-05,8.4913636481368187,3252709902674741,3252709902674741,22358650.860035609,165445828741.89804,0.033425105252272207,165445828741.89804,0.033425105252272207,6.0442744770558045e-12,6.0442744770558045e-12,6.0442744770558045e-12,1.1868167666245416e-11,1.7109671536516063e-11,1.7419212173684835e-05,1.7419212173684835e-05,1.7419212173684835e-05,1.060991666753485e-05,1.6738282623069836e-05,5.0830013002402039e-07,5.0830013002402039e-07,5.0830013002402039e-07,1.4189843693042231e-06,2.2386001846564059e-06,84096.136261438587,84096.136261438587,84096.136261438587,107887.44737603623,129299.6273791741,6044.2744770558038,508300130.02402037,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.5624999999999996e-05,22358650.860035609,3252709902674741,0.033425105252272207,165445828741.89804,6.0442744770558045e-12,5.0830013002402039e-07,84096.136261438587,17600688.873935632,1957865896669201.5,0.034601563382347128,110984178227.40921,0.035183263951976393,0.035183263951976393,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-2.4947927722467728e-15,-3.3525045703798826e-13
1924,1.9240000000000944e-12,1.0000000000000001e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.3950226496450416e-05,348488.64531661721,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.3750000000000005e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.1875e-05,6.5624999999999996e-05,7.5000000000000061e-06,2633104.8564786837,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,22358664.220866557,17600693.052162308,21882867.103996132,8.4913687223103427,6.68438744809432,8.3106705948887392,22358650.85367747,1.9240000000000944e-12,3.3333333333333337e-06,6.5624999999999996e-05,8.4913636457221262,3252820749289866.5,3252820749289866.5,22358650.85367747,165445828662.00992,0.033425105253175234,165445828662.00992,0.033425105253175234,6.0442744799743781e-12,6.0442744799743781e-12,6.0442744799743781e-12,1.1868167659300461e-11,1.7109671520693933e-11,1.7419805790175755e-05,1.7419805790175755e-05,1.7419805790175755e-05,1.0609773368763753e-05,1.6738802548034554e-05,5.0828280862887089e-07,5.0828280862887089e-07,5.0828280862887089e-07,1.4192455437125405e-06,2.2391120052878431e-06,84093.270468257353,84093.270468257353,84093.270468257353,107901.26630426204,129328.46255666624,6044.2744799743778,508282808.62887084,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.5624999999999996e-05,22358650.85367747,3252820749289866.5,0.033425105253175234,165445828662.00992,6.0442744799743781e-12,5.0828280862887089e-07,84093.270468257353,17600688.873497088,1957844542920922,0.034601563381618919,110984178214.31499,0.035184079131283297,0.035184079131283297,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-2.4949933279190079e-15,-3.3532539420570666e-13
1925,1.9250000000000945e-12,1.0000000000000001e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.3950574872848688e-05,348376.39827227558,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.3750000000000005e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.1875e-05,6.5624999999999996e-05,7.5000000000000061e-06,2633104.8564786837,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,22358664.220866557,17600693.052162308,21882867.103996132,8.4913687223103427,6.68438744809432,8.3106705948887392,22358650.847320497,1.9250000000000945e-12,3.3333333333333337e-06,6.5624999999999996e-05,8.4913636433078761,3252931450188698.5,3252931450188698.5,22358650.847320497,165445828582.13632,0.033425105254078082,165445828582.13632,0.033425105254078082,6.04427448289242e-12,6.04427448289242e-12,6.04427448289242e-12,1.186816765235035e-11,1.7109671504862485e-11,1.7420398626313273e-05,1.7420398626313273e-05,1.7420398626313273e-05,1.0609629728557384e-05,1.6739321736537684e-05,5.0826551118215349e-07,5.0826551118215349e-07,5.0826551118215349e-07,1.4195068252344653e-06,2.2396240078815458e-06,84090.408637254455,84090.408637254455,84090.408637254455,107915.09259116129,129357.30814967741,6044.2744828924197,508265511.18215346,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.5624999999999996e-05,22358650.847320497,3252931450188698.5,0.033425105254078082,165445828582.13632,6.04427448289242e-12,5.0826551118215349e-07,84090.408637254455,17600688.873060718,1957823124817486.2,0.034601563380889946,110984178201.24365,0.03518489283620331,0.03518489283620331,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-2.495193795780166e-15,-3.3540033369303296e-13
1926,1.9260000000000946e-12,1.0000000000000001e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.3950923137047702e-05,348264.19901414477,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.3750000000000005e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.1875e-05,6.5624999999999996e-05,7.5000000000000061e-06,2633104.8564786837,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,22358664.220866557,17600693.052162308,21882867.103996132,8.4913687223103427,6.68438744809432,8.3106705948887392,22358650.840964817,1.9260000000000946e-12,3.3333333333333337e-06,6.5624999999999996e-05,8.4913636408941162,3253042005363338.5,3253042005363338.5,22358650.840964817,165445828502.27921,0.033425105254980762,165445828502.27921,0.033425105254980762,6.0442744858098602e-12,6.0442744858098602e-12,6.0442744858098602e-12,1.1868167645394988e-11,1.7109671489021601e-11,1.7420990682055097e-05,1.7420990682055097e-05,1.7420990682055097e-05,1.0609485746907483e-05,1.6739840188540337e-05,5.0824823768033276e-07,5.0824823768033276e-07,5.0824823768033276e-07,1.4197682139056757e-06,2.2401361925084844e-06,84087.550767845984,84087.550767845984,84087.550767845984,107928.9262385591,129386.16416220089,6044.2744858098595,508248237.68033272,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.5624999999999996e-05,22358650.840964817,3253042005363338.5,0.033425105254980762,165445828502.27921,6.0442744858098602e-12,5.0824823768033276e-07,84087.550767845984,17600688.87262661,1957801642357192.8,0.034601563380160183,110984178188.19637,0.035185705066664914,0.035185705066664914,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-2.49539417582862e-15,-3.3547527549611944e-13
1927,1.9270000000000947e-12,1.0000000000000001e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.3951271289095177e-05,348152.04747446202,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.3750000000000005e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.1875e-05,6.5624999999999996e-05,7.5000000000000061e-06,2633104.8564786837,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,22358664.220866557,17600693.052162308,21882867.103996132,8.4913687223103427,6.68438744809432,8.3106705948887392,22358650.834610403,1.9270000000000947e-12,3.3333333333333337e-06,6.5624999999999996e-05,8.4913636384808395,3253152414805901.5,3253152414805901.5,22358650.834610403,165445828422.43777,0.033425105255883242,165445828422.43777,0.033425105255883242,6.0442744887267276e-12,6.0442744887267276e-12,6.0442744887267276e-12,1.1868167638434494e-11,1.7109671473171483e-11,1.7421581957358983e-05,1.7421581957358983e-05,1.7421581957358983e-05,1.0609341423805812e-05,1.6740357904003667e-05,5.0823098811987838e-07,5.0823098811987838e-07,5.0823098811987838e-07,1.4200297097618672e-06,2.2406485592396572e-06,84084.696859447417,84084.696859447417,84084.696859447417,107942.76724827976,129415.03059822888,6044.2744887267272,508230988.11987835,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.5624999999999996e-05,22358650.834610403,3253152414805901.5,0.033425105255883242,165445828422.43777,6.0442744887267276e-12,5.0823098811987838e-07,84084.696859447417,17600688.872194715,1957780095538346,0.034601563379429649,110984178175.17239,0.035186515822595861,0.035186515822595861,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-2.4955944680627055e-15,-3.3555021961111687e-13
1928,1.9280000000000948e-12,1.0000000000000001e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.3951619329038884e-05,348039.94370743755,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.3750000000000005e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.1875e-05,6.5624999999999996e-05,7.5000000000000061e-06,2633104.8564786837,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,22358664.220866557,17600693.052162308,21882867.103996132,8.4913687223103427,6.68438744809432,8.3106705948887392,22358650.828257203,1.9280000000000948e-12,3.3333333333333337e-06,6.5624999999999996e-05,8.4913636360680229,3253262678508514,3253262678508514,22358650.828257203,165445828342.61163,0.033425105256785562,165445828342.61163,0.033425105256785562,6.0442744916430361e-12,6.0442744916430361e-12,6.0442744916430361e-12,1.1868167631468845e-11,1.7109671457312072e-11,1.742217245218279e-05,1.742217245218279e-05,1.742217245218279e-05,1.0609196759244173e-05,1.6740874882888926e-05,5.0821376249726404e-07,5.0821376249726404e-07,5.0821376249726404e-07,1.4202913128387562e-06,2.241161108146099e-06,84081.84691147515,84081.84691147515,84081.84691147515,107956.61562215026,129443.90746175786,6044.2744916430356,508213762.49726403,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.5624999999999996e-05,22358650.828257203,3253262678508514,0.033425105256785562,165445828342.61163,6.0442744916430361e-12,5.0821376249726404e-07,84081.84691147515,17600688.871765018,1957758484359255.5,0.034601563378698352,110984178162.17166,0.035187325103924159,0.035187325103924159,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-2.495794672480784e-15,-3.3562516603417581e-13
1929,1.9290000000000949e-12,1.0000000000000001e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.3951967256926475e-05,347927.88759109849,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.3750000000000005e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.1875e-05,6.5624999999999996e-05,7.5000000000000061e-06,2633104.8564786837,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,22358664.220866557,17600693.052162308,21882867.103996132,8.4913687223103427,6.68438744809432,8.3106705948887392,22358650.821905248,1.9290000000000949e-12,3.3333333333333337e-06,6.5624999999999996e-05,8.4913636336556788,3253372796463315.5,3253372796463315.5,22358650.821905248,165445828262.80124,0.033425105257687708,165445828262.80124,0.033425105257687708,6.0442744945587702e-12,6.0442744945587702e-12,6.0442744945587702e-12,1.1868167624498009e-11,1.7109671441443326e-11,1.7422762166484412e-05,1.7422762166484412e-05,1.7422762166484412e-05,1.0609051753214381e-05,1.6741391125157409e-05,5.0819656080896906e-07,5.0819656080896906e-07,5.0819656080896906e-07,1.4205530231720772e-06,2.2416738392988744e-06,84079.000923346917,84079.000923346917,84079.000923346917,107970.47136199893,129472.79475678576,6044.2744945587701,508196560.80896902,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.5624999999999996e-05,22358650.821905248,3253372796463315.5,0.033425105257687708,165445828262.80124,6.0442744945587702e-12,5.0819656080896906e-07,84079.000923346917,17600688.871337537,1957736808818235.8,0.034601563377966271,110984178149.19446,0.0351881329105782,0.0351881329105782,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-2.4959947890811874e-15,-3.3570011476144615e-13
1930,1.930000000000095e-12,1.0000000000000001e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.3952315072805628e-05,347815.87915255001,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.3750000000000005e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.1875e-05,6.5624999999999996e-05,7.5000000000000061e-06,2633104.8564786837,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,22358664.220866557,17600693.052162308,21882867.103996132,8.4913687223103427,6.68438744809432,8.3106705948887392,22358650.815554526,1.930000000000095e-12,3.3333333333333337e-06,6.5624999999999996e-05,8.4913636312438019,3253482768662457,3253482768662457,22358650.815554526,165445828183.00629,0.033425105258589674,165445828183.00629,0.033425105258589674,6.0442744974739389e-12,6.0442744974739389e-12,6.0442744974739389e-12,1.186816761752202e-11,1.7109671425565294e-11,1.7423351100221815e-05,1.7423351100221815e-05,1.7423351100221815e-05,1.0608906405708283e-05,1.674190663077046e-05,5.0817938305147729e-07,5.0817938305147729e-07,5.0817938305147729e-07,1.4208148407975845e-06,2.242186752769081e-06,84076.158894480846,84076.158894480846,84076.158894480846,107984.33446965499,129501.69248731172,6044.274497473938,508179383.05147725,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.5624999999999996e-05,22358650.815554526,3253482768662457,0.033425105258589674,165445828183.00629,6.0442744974739389e-12,5.0817938305147729e-07,84076.158894480846,17600688.870912261,1957715068913606.2,0.034601563377233427,110984178136.24054,0.035188939242486242,0.035188939242486242,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-2.4961948178622484e-15,-3.35775065789077e-13
1931,1.9310000000000951e-12,1.0000000000000001e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.3952662776723979e-05,347703.91835113446,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.3750000000000005e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.1875e-05,6.5624999999999996e-05,7.5000000000000061e-06,2633104.8564786837,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,22358664.220866557,17600693.052162308,21882867.103996132,8.4913687223103427,6.68438744809432,8.3106705948887392,22358650.809205052,1.9310000000000951e-12,3.3333333333333337e-06,6.5624999999999996e-05,8.491363628832401,3253592595098102.5,3253592595098102.5,22358650.809205052,165445828103.22693,0.033425105259491453,165445828103.22693,0.033425105259491453,6.0442745003885388e-12,6.0442745003885388e-12,6.0442745003885388e-12,1.1868167610540868e-11,1.7109671409677962e-11,1.7423939253353031e-05,1.7423939253353031e-05,1.7423939253353031e-05,1.0608760716717746e-05,1.6742421399689499e-05,5.0816222922127767e-07,5.0816222922127767e-07,5.0816222922127767e-07,1.4210767657510515e-06,2.2426998486278479e-06,84073.320824296097,84073.320824296097,84073.320824296097,107998.20494694932,129530.60065733723,6044.2745003885384,508162229.22127765,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.5624999999999996e-05,22358650.809205052,3253592595098102.5,0.033425105259491453,165445828103.22693,6.0442745003885388e-12,5.0816222922127767e-07,84073.320824296097,17600688.870489206,1957693264643691,0.034601563376499792,110984178123.31,0.035189744099576842,0.035189744099576842,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-2.4963947588223425e-15,-3.3585001911321705e-13
1932,1.9320000000000952e-12,1.0000000000000001e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.3953010368729152e-05,347592.00517329935,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.3750000000000005e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.1875e-05,6.5624999999999996e-05,7.5000000000000061e-06,2633104.8564786837,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,22358664.220866557,17600693.052162308,21882867.103996132,8.4913687223103427,6.68438744809432,8.3106705948887392,22358650.802856799,1.9320000000000952e-12,3.3333333333333337e-06,6.5624999999999996e-05,8.491363626421462,3253702275762427.5,3253702275762427.5,22358650.802856799,165445828023.4631,0.033425105260393086,165445828023.4631,0.033425105260393086,6.0442745033025709e-12,6.0442745033025709e-12,6.0442745033025709e-12,1.1868167603554504e-11,1.7109671393781241e-11,1.7424526625836175e-05,1.7424526625836175e-05,1.7424526625836175e-05,1.0608614686234679e-05,1.6742935431876026e-05,5.0814509931486318e-07,5.0814509931486318e-07,5.0814509931486318e-07,1.421338798068271e-06,2.2432131269463382e-06,84070.486712212427,84070.486712212427,84070.486712212427,108012.08279571446,129559.51927086628,6044.2745033025703,508145099.31486315,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.5624999999999996e-05,22358650.802856799,3253702275762427.5,0.033425105260393086,165445828023.4631,6.0442745033025709e-12,5.0814509931486318e-07,84070.486712212427,17600688.870068364,1957671396006819,0.0346015633757654,110984178110.40295,0.035190547481778613,0.035190547481778613,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-2.4965946119597874e-15,-3.3592497473001443e-13
1933,1.9330000000000953e-12,1.0000000000000001e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.3953357848868717e-05,347480.13956483459,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.3750000000000005e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.1875e-05,6.5624999999999996e-05,7.5000000000000061e-06,2633104.8564786837,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,22358664.220866557,17600693.052162308,21882867.103996132,8.4913687223103427,6.68438744809432,8.3106705948887392,22358650.79650981,1.9330000000000953e-12,3.3333333333333337e-06,6.5624999999999996e-05,8.4913636240110044,3253811810647620,3253811810647620,22358650.79650981,165445827943.715,0.03342510526129451,165445827943.715,0.03342510526129451,6.0442745062160287e-12,6.0442745062160287e-12,6.0442745062160287e-12,1.1868167596562996e-11,1.7109671377875268e-11,1.7425113217629384e-05,1.7425113217629384e-05,1.7425113217629384e-05,1.0608468314250988e-05,1.6743448727291543e-05,5.0812799332873302e-07,5.0812799332873302e-07,5.0812799332873302e-07,1.4216009377850547e-06,2.243726587795744e-06,84067.656557650727,84067.656557650727,84067.656557650727,108025.96801778339,129588.44833190281,6044.2745062160284,508127993.32873297,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.5624999999999996e-05,22358650.79650981,3253811810647620,0.03342510526129451,165445827943.715,6.0442745062160287e-12,5.0812799332873302e-07,84067.656557650727,17600688.869649738,1957649463001324.8,0.034601563375030224,110984178097.51929,0.035191349389020285,0.035191349389020285,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-2.4967943772729537e-15,-3.3599993263561683e-13
